StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders
85067,CREAM SWEETHEART WALL CABINET,486,8018.49,185
85068,CREAM SWEETHEART SHELF + HOOKS,957,6625.39,201
85069,CREAM SWEETHEART DOUBLE SHELF,-3,-50.849999999999994,3
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,2,195.0,4
85070,for show,-1,0.0,1
85072,OCCASIONS GIFT CARD ASSORTMENT,120,66.0,1
85077,KISSING REINDEER TABLE RUNNER,1,5.95,1
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,351,381.99,41
85078,missing,-2300,0.0,1
85079,EMBROIDERED REINDEER DECORATION,24,33.1,8
85080,PADDED RED HEART DECORATION,114,56.18,22
85080,checked,-61,0.0,1
85081,PADDED HOLLY CHRISTMAS DECORATION ,107,47.43,21
85081,checked,-38,0.0,1
85083,KISS REINDEER SCANDINAVIAN STOCKING,-1,-2.55,3
85084,Damages,-15,0.0,1
85084,HOLLY TOP CHRISTMAS STOCKING,664,666.0999999999999,77
85087,CANDY SPOT CUSHION COVER,81,268.17,23
85088,CANDY SPOT HAND BAG,86,184.82000000000002,28
85089,CANDY SPOT BUNNY,90,290.99,24
85090,CANDY SPOT APRON,98,522.08,56
85091,CANDY SPOT BREAD BASKETS,326,479.11,21
85092,CANDY SPOT TEA COSY,340,552.52,23
85093,CANDY SPOT EGG WARMER HARE,652,616.04,66
85094,CANDY SPOT EGG WARMER RABBIT,121,121.37,20
85095,THREE CANVAS LUGGAGE TAGS,25,17.55,2
85096,HILDA CANDY SPOT RABBIT,141,582.93,53
85103, SILVER T-LIGHT SETTING,35,267.87,20
85103,SILVER T-LIGHT SETTING,132,914.82,43
85104,SILVER GLASS T-LIGHT SET,153,507.59000000000003,41
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,557,1186.33,41
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,980,1799.7,44
85109,PINK BOUDOIR T-LIGHT HOLDER,2327,334.19,20
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,6480,750.6800000000001,25
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1366,489.8,22
85112,S/3 TEAR DROP CUT GLASS DECORATION,466,414.02,34
85112,damaged,-38,0.0,1
85113,POLKA DOT PISTACHIO PAIL,285,591.6600000000001,48
85116,BLACK CANDELABRA T-LIGHT HOLDER,1099,1374.02,106
85117,NIGHTINGALE COATHOOK WHITE,351,600.92,61
85118,HEART T-LIGHT HOLDER,1792,962.48,83
85119,WATERING CAN SINGLE HOOK PISTACHIO,397,540.44,41
85125,SMALL ROUND CUT GLASS CANDLESTICK,150,749.9000000000001,32
85126,LARGE ROUND CUTGLASS CANDLESTICK,146,988.02,36
85127,SMALL SQUARE CUT GLASS CANDLESTICK,105,693.77,35
85128,PLANTPOT SINGLE HOOK PISTACHIO,167,188.95000000000002,4
85141,JARDIN ETCHED GLASS FRUITBOWL,65,698.75,34
85142,?????,-98,0.0,1
85142,JARDIN ETCHED GLASS GINGER JAR,60,526.4300000000001,35
85144,JARDIN ETCHED GLASS BUTTER DISH,67,464.15,32
85145,JARDIN ETCHED GLASS LARGE BELL JAR,51,607.05,18
85146,JARDIN ETCHED GLASS SMALL BELL JAR,73,428.27000000000004,20
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,59,292.05,17
85150,?,-160,0.0,1
85150,LADIES & GENTLEMEN METAL SIGN,4459,11227.05,669
85151,WELCOME METAL SIGN,44,55.0,8
85152,HAND OVER THE CHOCOLATE   SIGN ,8346,16025.140000000001,819
85157,SET OF 2 CHESTS CHOCOLAT AU LAIT,1,12.72,1
85161,ACRYLIC GEOMETRIC LAMP,14,257.3,14
85161,damaged,-7,0.0,1
85165,CANDY PINK FRENCH BOUDOIR CLOCK,90,872.76,58
85165,damages,-1,0.0,1
85171,S/2 HYACINTH BULB CANDLES,1,2.55,1
85172,HYACINTH BULB T-LIGHT CANDLES,3061,1748.56,115
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,542,1046.23,67
85174,S/4 CACTI CANDLES,779,4015.01,220
85175,CACTI T-LIGHT CANDLES,10036,4307.54,317
85176,SEWING SUSAN 21 NEEDLE SET,1843,1438.58,147
85177,BASKET OF FLOWERS SEWING KIT,1025,889.0699999999999,85
85178,VICTORIAN SEWING KIT,3097,3379.49,186
85187,S/12 MINI RABBIT EASTER,144,263.25,41
85189,HANGING BUTTERFLY  EGG,1135,933.0999999999999,68
85190,PINK FLOWER HANGING HEART ,134,119.06,18
85195,HANGING HEART BASKET,134,244.24000000000004,15
85196,EASTER BUNNIES ON A STICK,1552,824.44,72
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1638,894.36,55
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,3781,1405.12,42
85200,BUNNY EGG BOX,852,1077.84,80
85202,HANGING WOOD AND FELT HEART,525,256.12,106
85203,HANGING WOOD AND FELT BUTTERFLY ,573,260.7,99
85204,HANGING WOOD AND FELT FLOWER,305,136.8,51
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,205,436.83000000000004,42
85211,S/4 GROOVY CAT MAGNETS,155,288.94,53
85212,MINI PAINTED GARDEN DECORATION ,396,373.25,43
85213,MINI  ZINC GARDEN DECORATIONS ,550,500.10999999999996,48
85214,TUB 24 PINK FLOWER PEGS,369,646.54,116
85215,ASSORTED CHEESE FRIDGE MAGNETS,627,475.53000000000003,50
85215,sold as set/6 on dotcom,-490,0.0,1
85216,ASSORTED CAKES FRIDGE MAGNETS,2763,2098.32,184
85216,DOTCOM SETS,-569,0.0,1
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,2779,1923.3500000000001,168
85217,Dotcom multiple,-170,0.0,1
85218,No Stock,-451,0.0,1
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,1989,620.85,3
85219,S/4 HEART CRYSTAL FRIDGE MAGNETS,-3,-4.949999999999999,1
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,9723,3229.35,7
85221,?,-1120,0.0,1
85221,ASSORTED COLOUR SILK COIN PURSE,3427,1529.54,51
85222,ASSORTED COLOUR SILK COSMETIC PURSE,1405,1579.0300000000002,52
85224,?,-500,0.0,1
85224,ASSORTED COLOUR SILK GLASSES CASE,2005,1123.06,60
85225,BLING KEY RING STAND,13,16.25,8
85227,SET OF 6 3D KIT CARDS FOR KIDS,1441,1320.4299999999998,189
85227,SET/6 3D KIT CARDS FOR KIDS,594,482.39,50
90020,FILIGREE DIAMANTE CHAIN,5,63.75,3
90021,LASER CUT MULTI STRAND NECKLACE,4,47.8,3
90022,EDWARDIAN DROP EARRINGS JET BLACK,16,60.9,16
90023,FILIGREE DIAMANTE EARRINGS,19,80.96000000000001,13
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,16,136.10999999999999,12
90029,NEW BAROQUE SMALL NECKLACE BLACK,17,144.5,9
90031,BILI NUT AND WOOD NECKLACE,2,12.010000000000002,2
90032,IVORY SHELL HEART NECKLACE,27,168.75,16
90033,IVORY SHELL HEART EARRINGS,13,33.36,10
90034,WHITE SILVER NECKLACE SHELL GLASS,4,40.5,4
90041,PEARL AND CHERRY QUARTZ BRACLET,2,7.4,2
90043,COPPER AND BRASS BAG CHARM,6,29.700000000000003,4
90046,WHITE WITH METAL BAG CHARM,8,39.6,7
90048,GREEN WITH METAL BAG CHARM,18,94.54,8
90049,IVORY GOLD METAL BAG CHARM,8,44.82,4
90050,CRACKED GLAZE NECKLACE IVORY,3,21.39,3
90051,CRACKED GLAZE NECKLACE RED,7,49.73,6
90052,CRACKED GLAZE NECKLACE BROWN,5,35.44,3
90053,CRACKED GLAZE EARRINGS IVORY,7,17.79,7
90054,CRACKED GLAZE EARRINGS RED,10,25.53,10
90055,CRACKED GLAZE EARRINGS BROWN,5,12.75,5
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,16,175.48000000000002,11
90057,DIAMANTE RING ASSORTED IN BOX.,796,1364.52,15
90062,CARNIVAL BRACELET,159,2020.6399999999999,90
90068,"RUBY GLASS NECKLACE 42""",1,7.5,1
90069,RUBY GLASS CLUSTER NECKLACE,9,67.5,4
90070,RUBY GLASS CLUSTER BRACELET,37,226.81,22
90071,RUBY GLASS CLUSTER EARRINGS,48,60.67,43
90072,RUBY DROP CHANDELIER EARRINGS,23,92.89,16
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,25,125.82000000000001,18
90074,BLACK DIAMOND CLUSTER NECKLACE,4,36.62,4
90075,MONTANA DIAMOND CLUSTER NECKLACE,6,54.519999999999996,5
90076,MONTANA DIAMOND CLUSTER EARRINGS,3,8.879999999999999,3
90077,BLACK DIAMOND CLUSTER EARRINGS,3,8.54,3
90078,PINK/WHITE GLASS DEMI CHOKER,7,52.64,4
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,11,55.010000000000005,9
90083,CRYSTAL CZECH CROSS PHONE CHARM,27,24.61,6
90084,PINK CRYSTAL GUITAR PHONE CHARM,51,43.349999999999994,9
90085,CRYSTAL STILETTO PHONE CHARM,189,165.59,23
90086,CRYSTAL FROG PHONE CHARM,117,109.16999999999999,21
90087,CRYSTAL SEA HORSE PHONE CHARM,156,148.92,32
90088,CRYSTAL KEY+LOCK PHONE CHARM,76,65.45,16
90089,PINK CRYSTAL SKULL PHONE CHARM,85,79.61999999999999,18
90090,PINK CRYSTAL HEART PHONE CHARM,226,196.26999999999998,24
90091,CRYSTAL DRAGONFLY PHONE CHARM,3,2.55,2
90092,BLUE CRYSTAL BOOT PHONE CHARM,74,62.9,10
90093,CLEAR CRYSTAL STAR PHONE CHARM,131,115.47999999999999,18
90094,NECKLACE+BRACELET SET FRUIT SALAD ,62,157.01999999999998,26
90095,NECKLACE+BRACELET SET PINK BLOSSOM,8,22.909999999999997,3
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,68,154.23,26
90098,NECKLACE+BRACELET PINK BUTTERFLY,112,237.52999999999997,45
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,22,78.69,12
90100,NECKLACE+BRACELET SET PINK DAISY,29,73.94999999999999,11
90101,WHITE FRANGIPANI NECKLACE,14,35.63,13
90102,WHITE FRANGIPANI HAIR CLIP,9,7.609999999999999,3
90103,PURPLE FRANGIPANI NECKLACE,15,38.19,14
90104,PURPLE FRANGIPANI HAIRCLIP,106,89.11999999999999,39
90108,BLUE BLOSSOM HAIR CLIP,39,43.870000000000005,9
90111,BLUE HIBISCUS  HAIR CLIP,8,8.4,6
90112,PINK DOLLY HAIR CLIPS,82,89.15,19
90114,SUMMER DAISIES BAG CHARM,40,101.24,25
90115,SUMMER BUTTERFLIES BAG CHARM,61,162.0,32
90116,FRUIT SALAD BAG CHARM,44,85.02,20
90118,PINK DAISY BAG CHARM,12,32.75,10
90119,METALIC LEAVES BAG CHARMS,14,38.01,6
90131,PINK/AMETHYST/GOLD NECKLACE,5,34.75,3
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,5,25.56,5
90133,TEAL/FUSCHIA COL BEAD NECKLACE,28,142.03,23
90134,OLD ROSE COMBO BEAD NECKLACE,73,216.38,52
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,1,5.09,1
90136,PALE PINK/AMETHYST STONE NECKLACE,1,10.62,1
90137,PINK COMBO MINI CRYSTALS NECKLACE,23,116.21000000000001,12
90138,WHITE/PINK MINI CRYSTALS NECKLACE,15,78.73,11
90139,FLOWER BROOCH 4 ASSORTED COLOURS,23,118.24000000000001,18
90140,PINK SWEETIE NECKLACE,8,60.42,6
90143,SILVER BRACELET W PASTEL FLOWER,44,332.52,25
90144,SILVER DROP EARRINGS WITH FLOWER,35,132.09,19
90145,SILVER HOOP EARRINGS WITH FLOWER,48,293.81,28
90146,FINE SILVER NECKLACE W PASTEL FLOWE,22,166.14,13
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,61,613.4399999999999,36
90148,LONG SILVER NECKLACE PASTEL FLOWER,19,242.25,12
90149,SILVER FLOWR PINK SHELL NECKLACE,9,67.5,5
90150,BLUE SHELL+SILVER NECKLACE,13,97.5,8
90151,SILVER/NATURAL SHELL NECKLACE,13,110.67,7
90154,LAZER CUT NECKLACE W PASTEL BEADS,2,17.9,2
90155,RESIN NECKLACE W PASTEL BEADS,21,158.54,14
90156,RESIN BRACELET W PASTEL BEADS,21,117.57000000000001,11
90157,RIVIERA NECKLACE,44,218.64000000000001,19
90158,ST TROPEZ NECKLACE,34,172.38,30
90159,COTE D'AZURE NECKLACE,32,158.79000000000002,15
90166,PINK & WHITE ROSEBUD RING,19,80.89,18
90167,BEADED LOVE HEART JEWELLERY SET,1897,1583.61,113
90168,2 DAISIES HAIR COMB,25,74.16000000000001,13
90169,DAISY HAIR COMB,23,58.65,14
90170,DAISY HAIR BAND,66,110.94,37
90171,DAISY RING,47,59.650000000000006,27
90173,PAIR BUTTERFLY HAIR CLIPS,56,212.79,39
90174,BUTTERFLY HAIR BAND,13,33.24,12
90188,DROP EARRINGS W FLOWER & LEAF,15,38.46,14
90191,SILVER LARIAT 40CM,14,178.78,11
90192,JADE DROP EARRINGS W FILIGREE,55,275.21000000000004,31
90194,SILVER LARIAT BLACK STONE EARRINGS,17,72.21,12
90203,SILVER CHARM NECKLACE 70CM,72,541.77,35
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,22,74.95,20
90208,PAIR OF ENAMEL FLOWER CLUSTER SLIDE,105,251.59,30
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,3,7.62,3
10002R,ROBOT PENCIL SHARPNER,4,20.57,3
10123C,HEARTS WRAPPING TAPE ,499,241.22,63
10123G,ARMY CAMO WRAPPING TAPE,1147,99.32,17
10124A,SPOTS ON RED BOOKCOVER TAPE,46,19.32,14
10124G,ARMY CAMO BOOKCOVER TAPE,21,9.24,7
15044A,PINK PAPER PARASOL ,4504,11766.730000000001,149
15044B,BLUE PAPER PARASOL ,1352,3709.11,132
15044C,PURPLE PAPER PARASOL,657,2019.0400000000002,147
15044D,RED PAPER PARASOL,946,2725.15,146
15056BL,EDWARDIAN PARASOL BLACK,6719,31854.2,560
15056N,EDWARDIAN PARASOL NATURAL,7318,35748.0,605
15056N,wedding co returns?,-700,0.0,1
15056P,EDWARDIAN PARASOL PINK,1448,7097.650000000001,208
15056bl,EDWARDIAN PARASOL BLACK,39,496.64000000000004,31
15056n,EDWARDIAN PARASOL NATURAL,53,674.1600000000001,37
15056p,EDWARDIAN PARASOL PINK,17,216.24,15
15058A,BLUE WHITE SPOTS GARDEN PARASOL,264,1401.84,61
15058B,PINK POLKADOT GARDEN PARASOL,6,47.7,3
15058B,PINK WHITE SPOTS GARDEN PARASOL,200,1362.9,59
15058C,ICE CREAM DESIGN GARDEN PARASOL,226,1300.1,52
15059A,ENGLISH ROSE EDWARDIAN PARASOL,509,1567.0,4
15060B,FAIRY CAKE DESIGN UMBRELLA,978,4712.56,336
15060b,FAIRY CAKE DESIGN UMBRELLA,2,16.94,2
16020C,CLEAR STATIONERY BOX SET ,76,64.6,22
16151A,FLOWER DES BLUE HANDBAG/ORANG HANDL,3,11.25,2
16151A,found,50,0.0,1
16156L,"WRAP, CAROUSEL",475,199.5,18
16156N,"WRAP, FRIENDSHIP ON GREEN",1475,619.5,56
16156S,WRAP PINK FAIRY CAKES ,10815,4208.3,259
16161C,WRAP SPEED DEMONS ,450,45.0,2
16161E,WRAP BOUDOIR ,750,75.0,9
16161G,WRAP BAD HAIR DAY,275,27.5,11
16161M,WRAP  PINK FLOCK,1025,428.5,40
16161P,WRAP ENGLISH ROSE ,6072,2486.48,193
16161U,WRAP SUKI AND FRIENDS,2601,1034.42,78
16161U,"WRAP,SUKI AND FRIENDS",3350,1363.0,110
16162L,THE KING GIFT BAG,4337,370.23,23
16162M,THE KING GIFT BAG 25x24x12cm,60,25.2,5
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1342,351.89,63
16168S,FUNKY MONKEY GIFT BAG SMALL,1283,126.82999999999998,11
16168S,missing,-460,0.0,1
16169A,WRAP CHRISTMAS DECOUPAGE,25,10.5,1
16169C,WRAP BLUE REINDEER,1350,567.0,43
16169C,damages,-200,0.0,1
16169D,WRAP WINTER FOREST,250,105.0,9
16169F,WRAP BLIZZARD,975,409.5,34
16169G,WRAP ROMANTIC DECOUPAGE,25,10.5,1
16169K,WRAP FOLK ART,1900,585.25,53
16169M,WRAP DAISY CARPET ,1400,363.75,34
16169N,WRAP BLUE RUSSIAN FOLKART,2025,626.25,56
16169P,WRAP GREEN RUSSIAN FOLKART ,1675,502.25,47
16201A,PASTEL PINK PHOTO ALBUM,99,209.47,10
16201B,PASTEL BLUE PHOTO ALBUM,34,81.1,5
16202A,PASTEL PINK PHOTO ALBUM ,332,194.70000000000002,22
16202B,PASTEL BLUE PHOTO ALBUM ,538,369.58,24
16202C,BEIGE PHOTO ALBUM,97,230.59,12
16202E,BLACK PHOTO ALBUM ,66,149.68,12
16206B,RED PURSE WITH PINK HEART,89,107.65,14
16207A,PINK STRAWBERRY HANDBAG ,83,260.43,42
16207B,PINK HEART RED HANDBAG,236,381.51,28
16243B,BROWN COZY SQUARE PHOTO ALBUM,212,441.77,8
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,186,479.40999999999997,28
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,338,757.17,26
16245A,PINK MINI STATIONERY SET W CASE,11,13.75,7
16245A,damaged,-1,0.0,1
16248B,BLUE HOLE PUNCH,69,86.25,5
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,524,232.35,35
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,155,65.10000000000001,11
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,608,205.35999999999999,45
16258B,DAISY ERASERS IN BAG,1017,221.48000000000002,15
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,22,46.2,5
17011A,ORIGAMI VANILLA INCENSE+FLOWER ,261,179.56,12
17011B,ORIGAMI JASMINE INCENSE+FLOWER ,19,11.100000000000001,2
17011C,ORIGAMI LAVENDER INCENSE+FLOWER,335,221.4,2
17011D,ORIGAMI ROSE INCENSE+FLOWER,209,135.70000000000002,4
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,124,80.60000000000001,1
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,305,274.05,14
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,408,442.78,33
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,203,289.16999999999996,46
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,441,481.15,32
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,61,116.49999999999999,21
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,226,251.71999999999997,24
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,143,162.6,18
17013B,ORIGAMI JASMINE INCENSE IN TUBE,256,221.03,3
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,117,49.14,3
17013C,missing,-800,0.0,1
17013D,ORIGAMI ROSE INCENSE IN TUBE,533,306.37,20
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,62,26.7,5
17014A,ORIGAMI VANILLA INCENSE CONES,122,102.29999999999998,9
17014C,ORIGAMI LAVENDER INCENSE CONES,97,43.75,2
17014D,ORIGAMI ROSE INCENSE CONES,479,204.36,8
17014E,ORIGAMI OPIUM INCENSE CONES,95,36.599999999999994,6
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,61,23.699999999999996,4
17027A,INCENSE BAZAAR CANNABIS,228,84.84,2
17027A,MISSING,-370,0.0,1
17084A,TRANQUILITY MASALA INCENSE,242,50.82,11
17084G,MOON INCENSE,50,10.5,2
17084J,LOVE POTION MASALA INCENSE,256,53.76,13
17084N,FAIRY DREAMS INCENSE ,1534,334.35,90
17084P,DRAGONS BLOOD INCENSE,618,129.24,33
17084R,ASSORTED INCENSE PACK,8105,1453.65,40
17090A,LAVENDER INCENSE 40 CONES IN TIN,106,113.3,18
17090D,VANILLA INCENSE 40 CONES IN TIN,66,77.7,18
17091A,LAVENDER INCENSE IN TIN,1924,1199.48,94
17091B,JASMINE TEA INCENSE IN TIN,282,324.48,51
17091F,SANDALWOOD INCENSE IN TIN,19,27.71,8
17091J,VANILLA INCENSE IN TIN,2002,1377.32,89
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",163,415.65,44
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,355,149.1,23
17108D,missing?,-716,0.0,1
17109A,FLOWER FAIRY INCENSE LILY,709,333.61,13
17109B,FLOWER FAIRY INCENSE LAVENDER,4542,896.3399999999999,17
17109B,found,72,0.0,1
17109C,FLOWER FAIRY INCENSE ROSE,3123,659.54,16
17109D,FLOWER FAIRY INCENSE BOUQUET,1198,569.34,35
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,87,58.83,11
17129C,wrong invc,70,0.0,1
17129D,CLEAR COLOUR GLASS GEMS IN BAG,1125,1351.1799999999998,39
17129D,missing (wrongly coded?),-2127,0.0,1
17129F,17129c,-72,0.0,1
17129F,BLUE GLASS GEMS IN BAG,321,332.96999999999997,28
17129F,DEEP BLUE GLASS GEMS IN BAG,669,794.4599999999999,64
17136A,BLUE STONES ON WIRE FOR CANDLE,391,32.19,17
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1601,638.58,74
17164D,ASS COL SMALL SAND FROG P'WEIGHT,1159,450.78000000000003,28
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,809,750.63,59
17165D,ASS COL LARGE SAND FROG P'WEIGHT,690,655.02,85
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,29,108.75,10
18094C,WHITE AND BLUE CERAMIC OIL BURNER,220,273.68,46
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,33,58.05,13
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,111,283.4,22
18096c,WHITE ROUND PORCELAIN TLIGHT HOLDER,8,41.14,6
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,14,35.699999999999996,9
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,7,17.849999999999998,3
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1119,2466.47,149
18098A,PINK PORCELAIN B'FLY OIL BURNER,2,5.9,2
18098B,BLUE PORCELAIN B'FLY OIL BURNER,3,8.850000000000001,3
18098C,PORCELAIN BUTTERFLY OIL BURNER,1028,2646.21,199
18098c,PORCELAIN BUTTERFLY OIL BURNER,280,1418.8899999999999,130
30086C,ASSORTED FRUIT STRAWS,1,1.7,1
35001B,HAND OPEN SHAPE BLACK,15,53.43000000000001,7
35001C,HAND OPEN SHAPE CHROME,-3,-10.17,1
35001G,HAND OPEN SHAPE GOLD,550,1695.72,77
35001G,damages,-43,0.0,1
35001P,HAND OPEN SHAPE PINK,1,3.49,3
35001W,HAND OPEN SHAPE DECO.WHITE,861,2745.33,193
35001W,broken,-12,0.0,1
35001W,damages,-39,0.0,1
35004B,?,-230,0.0,1
35004B,SET OF 3 BLACK FLYING DUCKS,854,3744.29,186
35004C,SET OF 3 COLOURED  FLYING DUCKS,2836,14895.43,351
35004G,SET OF 3 GOLD FLYING DUCKS,230,971.5699999999999,60
35004P,SET OF 3 PINK FLYING DUCKS,119,633.52,42
35004S,SET OF 3 SILVER FLYING DUCKS,135,448.88,31
35004c,SET OF 3 COLOURED  FLYING DUCKS,27,343.72,25
35004p,SET OF 3 PINK FLYING DUCKS,1,12.72,1
35004s,SET OF 3 SILVER FLYING DUCKS,1,13.0,1
35051B,PINK BEADED CONE CHRISTMAS,14,5.88,2
35085E,IVORY ROSE LAMPSHADE ,39,44.25,9
35095A,BLUE VICTORIAN FABRIC OVAL BOX,888,340.35,69
35095B,RED VICTORIAN FABRIC OVAL BOX,1102,421.53,83
35096A,BLUE VICTORIAN FABRIC HEART BOX,777,277.49,50
35096B,RED VICTORIAN FABRIC HEART BOX,295,107.33,25
35271S,GOLD PRINT PAPER BAG,420,85.97,20
35471A,SET OF 3 BIRD L.BLUE FEATHER,396,468.06,85
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,416,649.06,132
35591T,TURQUOISE CHRISTMAS TREE ,15,18.75,6
35597A,DUSTY PINK CHRISTMAS TREE 30CM,10,12.5,4
35597B,BLACKCHRISTMAS TREE 30CM,78,224.1,7
35597D,PINK/WHITE CHRISTMAS TREE 30CM,12,7.800000000000001,5
35598A,DUSTY PINK CHRISTMAS TREE 60CM,1,2.95,1
35598B,BLACK CHRISTMAS TREE 60CM,403,451.13000000000005,36
35598C,WHITE CHRISTMAS TREE 60CM,1,2.95,1
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1080,866.16,70
35599B,BLACK CHRISTMAS TREE 120CM,59,470.96000000000004,28
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,202,813.44,73
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,141,497.70000000000005,13
35600D,damages,-36,0.0,1
35603B,S/16 BLACK SHINY/MAT BAUBLES,26,-29.400000000000006,3
35603C,SET/16 WHITE SHINY & MATT BAUBLES,83,48.3,24
35603C,checked,-52,0.0,1
35605A,damages,-117,0.0,1
35607A,PINK FLUFFY CHRISTMAS DECORATION,530,110.99000000000001,29
35607B,BLACK FEATHER CHRISTMAS DECORATION,216,44.06,10
35607B,checked,-57,0.0,1
35609A,PINK FEATHER CHRISTMAS DECORATION,446,130.72,23
35610A,PINK CHRISTMAS FLOCK DROPLET ,134,92.92,10
35610B,BLACK CHRISTMAS FLOCK DROPLET ,155,114.07,12
35610C,WHITE CHRISTMAS FLOCK DROPLET ,69,49.05,6
35611B,BLACK ASSORTED DROPLET DECORATION,62,45.760000000000005,3
35611B,damaged,-204,0.0,1
35631B,BLUE GREEN CHRISTMAS HANGING BALL ,-1,-0.19,1
35633B,BLUE TINSEL GARLAND ,130,24.7,12
35637A,IVORY STRING CURTAIN WITH POLE ,381,1018.01,27
35637C,PINK STRING CURTAIN WITH POLE,70,230.28,10
35638A,PINK AND BLACK STRING CURTAIN,1,5.95,1
35638B,PINK/BLUE STRING CURTAIN ,61,184.95999999999998,6
35751C,PURPLE CURRENT CANDLE RING,31,12.61,2
35751D,PINK CURRENT CANDLE RING,28,5.32,1
35809A,ENAMEL PINK TEA CONTAINER,718,1182.93,116
35809B,ENAMEL BLUE RIM TEA CONTAINER,96,218.36,30
35809a,ENAMEL PINK TEA CONTAINER,2,8.42,2
35810A,ENAMEL PINK COFFEE CONTAINER,571,962.5500000000001,97
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,174,345.72,43
35811A,ENAMEL PINK SUGAR CONTAINER,432,758.77,85
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",95,43.940000000000005,3
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",6,12.6,2
35816B,"ACRYLIC JEWEL ANGEL,BLUE",139,58.07,3
35816B,damaged,-17,0.0,1
35816P,"ACRYLIC JEWEL ANGEL,PINK",219,107.79,7
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",143,61.3,3
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",402,196.84,9
35818B,"ACRYLIC JEWEL ICICLE, BLUE",377,168.26999999999998,8
35818C,"ACRYLIC JEWEL ICICLE, CLEAR ",1,3.43,1
35818P,"ACRYLIC JEWEL ICICLE, PINK",297,139.68,7
35819B,"ACRYLIC HANGING JEWEL,BLUE",117,86.25,8
35821B,"JEWELLED DECORATION,BLUE",150,57.0,3
35821B,gone,-21,0.0,1
35821P,"JEWELLED DECORATION,PINK",2,5.9,2
35822B,"ACRYLIC BEAD CHAIN, BLUE",229,87.02,1
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43.32,1
